id,actor,movie
Marisa Berenson-Barry Lyndon,Marisa Berenson,Barry Lyndon
Patrick Magee-Barry Lyndon,Patrick Magee,Barry Lyndon
Hardy Krüger-Barry Lyndon,Hardy Krüger,Barry Lyndon
Margarita Terekhova-Zerkalo,Margarita Terekhova,Zerkalo
Filipp Yankovskiy-Zerkalo,Filipp Yankovskiy,Zerkalo
Ignat Daniltsev-Zerkalo,Ignat Daniltsev,Zerkalo
Oleg Yankovskiy-Zerkalo,Oleg Yankovskiy,Zerkalo
Jack Nicholson-Chinatown,Jack Nicholson,Chinatown
Faye Dunaway-Chinatown,Faye Dunaway,Chinatown
John Huston-Chinatown,John Huston,Chinatown
Perry Lopez-Chinatown,Perry Lopez,Chinatown
Ryan O'Neal-Paper Moon,Ryan O'Neal,Paper Moon
Tatum O'Neal-Paper Moon,Tatum O'Neal,Paper Moon
Madeline Kahn-Paper Moon,Madeline Kahn,Paper Moon
John Hillerman-Paper Moon,John Hillerman,Paper Moon
Harriet Andersson-Viskningar och rop,Harriet Andersson,Viskningar och rop
Liv Ullmann-Viskningar och rop,Liv Ullmann,Viskningar och rop
Kari Sylwan-Viskningar och rop,Kari Sylwan,Viskningar och rop
Ingrid Thulin-Viskningar och rop,Ingrid Thulin,Viskningar och rop
Natalya Bondarchuk-Solaris,Natalya Bondarchuk,Solaris
Donatas Banionis-Solaris,Donatas Banionis,Solaris
Jüri Järvet-Solaris,Jüri Järvet,Solaris
Vladislav Dvorzhetskiy-Solaris,Vladislav Dvorzhetskiy,Solaris
Alain Delon-Le samouraï,Alain Delon,Le samouraï
François Périer-Le samouraï,François Périer,Le samouraï
Nathalie Delon-Le samouraï,Nathalie Delon,Le samouraï
Cathy Rosier-Le samouraï,Cathy Rosier,Le samouraï
Paul Newman-Cool Hand Luke,Paul Newman,Cool Hand Luke
George Kennedy-Cool Hand Luke,George Kennedy,Cool Hand Luke
Strother Martin-Cool Hand Luke,Strother Martin,Cool Hand Luke
J.D. Cannon-Cool Hand Luke,J.D. Cannon,Cool Hand Luke
Bibi Andersson-Persona,Bibi Andersson,Persona
Liv Ullmann-Persona,Liv Ullmann,Persona
Margaretha Krook-Persona,Margaretha Krook,Persona
Gunnar Björnstrand-Persona,Gunnar Björnstrand,Persona
Anatoliy Solonitsyn-Andrei Rublev,Anatoliy Solonitsyn,Andrei Rublev
Ivan Lapikov-Andrei Rublev,Ivan Lapikov,Andrei Rublev
Nikolay Grinko-Andrei Rublev,Nikolay Grinko,Andrei Rublev
Nikolay Sergeev-Andrei Rublev,Nikolay Sergeev,Andrei Rublev
Brahim Hadjadj-La battaglia di Algeri,Brahim Hadjadj,La battaglia di Algeri
Jean Martin-La battaglia di Algeri,Jean Martin,La battaglia di Algeri
Yacef Saadi-La battaglia di Algeri,Yacef Saadi,La battaglia di Algeri
Samia Kerbash-La battaglia di Algeri,Samia Kerbash,La battaglia di Algeri
Silvia Pinal-El ángel exterminador,Silvia Pinal,El ángel exterminador
Jacqueline Andere-El ángel exterminador,Jacqueline Andere,El ángel exterminador
Enrique Rambal-El ángel exterminador,Enrique Rambal,El ángel exterminador
José Baviera-El ángel exterminador,José Baviera,El ángel exterminador
Bette Davis-What Ever Happened to Baby Jane?,Bette Davis,What Ever Happened to Baby Jane?
Joan Crawford-What Ever Happened to Baby Jane?,Joan Crawford,What Ever Happened to Baby Jane?
Victor Buono-What Ever Happened to Baby Jane?,Victor Buono,What Ever Happened to Baby Jane?
Wesley Addy-What Ever Happened to Baby Jane?,Wesley Addy,What Ever Happened to Baby Jane?
Toshirô Mifune-Sanjuro,Toshirô Mifune,Sanjuro
Tatsuya Nakadai-Sanjuro,Tatsuya Nakadai,Sanjuro
Keiju Kobayashi-Sanjuro,Keiju Kobayashi,Sanjuro
Yûnosuke Itô-Sanjuro,Yûnosuke Itô,Sanjuro
James Stewart-The Man Who Shot Liberty Valance,James Stewart,The Man Who Shot Liberty Valance
John Wayne-The Man Who Shot Liberty Valance,John Wayne,The Man Who Shot Liberty Valance
Vera Miles-The Man Who Shot Liberty Valance,Vera Miles,The Man Who Shot Liberty Valance
Lee Marvin-The Man Who Shot Liberty Valance,Lee Marvin,The Man Who Shot Liberty Valance
Eduard Abalov-Ivanovo detstvo,Eduard Abalov,Ivanovo detstvo
Nikolay Burlyaev-Ivanovo detstvo,Nikolay Burlyaev,Ivanovo detstvo
Valentin Zubkov-Ivanovo detstvo,Valentin Zubkov,Ivanovo detstvo
Evgeniy Zharikov-Ivanovo detstvo,Evgeniy Zharikov,Ivanovo detstvo
Max von Sydow-Jungfrukällan,Max von Sydow,Jungfrukällan
Birgitta Valberg-Jungfrukällan,Birgitta Valberg,Jungfrukällan
Gunnel Lindblom-Jungfrukällan,Gunnel Lindblom,Jungfrukällan
Birgitta Pettersson-Jungfrukällan,Birgitta Pettersson,Jungfrukällan
Spencer Tracy-Inherit the Wind,Spencer Tracy,Inherit the Wind
Fredric March-Inherit the Wind,Fredric March,Inherit the Wind
Gene Kelly-Inherit the Wind,Gene Kelly,Inherit the Wind
Dick York-Inherit the Wind,Dick York,Inherit the Wind
Jean-Pierre Léaud-Les quatre cents coups,Jean-Pierre Léaud,Les quatre cents coups
Albert Rémy-Les quatre cents coups,Albert Rémy,Les quatre cents coups
Claire Maurier-Les quatre cents coups,Claire Maurier,Les quatre cents coups
Guy Decomble-Les quatre cents coups,Guy Decomble,Les quatre cents coups
Charlton Heston-Ben-Hur,Charlton Heston,Ben-Hur
Jack Hawkins-Ben-Hur,Jack Hawkins,Ben-Hur
Stephen Boyd-Ben-Hur,Stephen Boyd,Ben-Hur
Haya Harareet-Ben-Hur,Haya Harareet,Ben-Hur
Toshirô Mifune-Kakushi-toride no san-akunin,Toshirô Mifune,Kakushi-toride no san-akunin
Misa Uehara-Kakushi-toride no san-akunin,Misa Uehara,Kakushi-toride no san-akunin
Minoru Chiaki-Kakushi-toride no san-akunin,Minoru Chiaki,Kakushi-toride no san-akunin
Kamatari Fujiwara-Kakushi-toride no san-akunin,Kamatari Fujiwara,Kakushi-toride no san-akunin
Giulietta Masina-Le notti di Cabiria,Giulietta Masina,Le notti di Cabiria
François Périer-Le notti di Cabiria,François Périer,Le notti di Cabiria
Franca Marzi-Le notti di Cabiria,Franca Marzi,Le notti di Cabiria
Dorian Gray-Le notti di Cabiria,Dorian Gray,Le notti di Cabiria
Toshirô Mifune-Kumonosu-jô,Toshirô Mifune,Kumonosu-jô
Minoru Chiaki-Kumonosu-jô,Minoru Chiaki,Kumonosu-jô
Isuzu Yamada-Kumonosu-jô,Isuzu Yamada,Kumonosu-jô
Takashi Shimura-Kumonosu-jô,Takashi Shimura,Kumonosu-jô
William Holden-The Bridge on the River Kwai,William Holden,The Bridge on the River Kwai
Alec Guinness-The Bridge on the River Kwai,Alec Guinness,The Bridge on the River Kwai
Jack Hawkins-The Bridge on the River Kwai,Jack Hawkins,The Bridge on the River Kwai
Sessue Hayakawa-The Bridge on the River Kwai,Sessue Hayakawa,The Bridge on the River Kwai
Marlon Brando-On the Waterfront,Marlon Brando,On the Waterfront
Karl Malden-On the Waterfront,Karl Malden,On the Waterfront
Lee J. Cobb-On the Waterfront,Lee J. Cobb,On the Waterfront
Rod Steiger-On the Waterfront,Rod Steiger,On the Waterfront
Yves Montand-Le salaire de la peur,Yves Montand,Le salaire de la peur
Charles Vanel-Le salaire de la peur,Charles Vanel,Le salaire de la peur
Peter van Eyck-Le salaire de la peur,Peter van Eyck,Le salaire de la peur
Folco Lulli-Le salaire de la peur,Folco Lulli,Le salaire de la peur
Kirk Douglas-Ace in the Hole,Kirk Douglas,Ace in the Hole
Jan Sterling-Ace in the Hole,Jan Sterling,Ace in the Hole
Robert Arthur-Ace in the Hole,Robert Arthur,Ace in the Hole
Porter Hall-Ace in the Hole,Porter Hall,Ace in the Hole
James Cagney-White Heat,James Cagney,White Heat
Virginia Mayo-White Heat,Virginia Mayo,White Heat
Edmond O'Brien-White Heat,Edmond O'Brien,White Heat
Margaret Wycherly-White Heat,Margaret Wycherly,White Heat
Orson Welles-The Third Man,Orson Welles,The Third Man
Joseph Cotten-The Third Man,Joseph Cotten,The Third Man
Alida Valli-The Third Man,Alida Valli,The Third Man
Trevor Howard-The Third Man,Trevor Howard,The Third Man
Emeric Pressburger-The Red Shoes,Emeric Pressburger,The Red Shoes
Anton Walbrook-The Red Shoes,Anton Walbrook,The Red Shoes
Marius Goring-The Red Shoes,Marius Goring,The Red Shoes
Moira Shearer-The Red Shoes,Moira Shearer,The Red Shoes
Margaret Sullavan-The Shop Around the Corner,Margaret Sullavan,The Shop Around the Corner
James Stewart-The Shop Around the Corner,James Stewart,The Shop Around the Corner
Frank Morgan-The Shop Around the Corner,Frank Morgan,The Shop Around the Corner
Joseph Schildkraut-The Shop Around the Corner,Joseph Schildkraut,The Shop Around the Corner
Laurence Olivier-Rebecca,Laurence Olivier,Rebecca
Joan Fontaine-Rebecca,Joan Fontaine,Rebecca
George Sanders-Rebecca,George Sanders,Rebecca
Judith Anderson-Rebecca,Judith Anderson,Rebecca
James Stewart-Mr. Smith Goes to Washington,James Stewart,Mr. Smith Goes to Washington
Jean Arthur-Mr. Smith Goes to Washington,Jean Arthur,Mr. Smith Goes to Washington
Claude Rains-Mr. Smith Goes to Washington,Claude Rains,Mr. Smith Goes to Washington
Edward Arnold-Mr. Smith Goes to Washington,Edward Arnold,Mr. Smith Goes to Washington
George Cukor-Gone with the Wind,George Cukor,Gone with the Wind
Sam Wood-Gone with the Wind,Sam Wood,Gone with the Wind
Clark Gable-Gone with the Wind,Clark Gable,Gone with the Wind
Vivien Leigh-Gone with the Wind,Vivien Leigh,Gone with the Wind
Jean Gabin-La Grande Illusion,Jean Gabin,La Grande Illusion
Dita Parlo-La Grande Illusion,Dita Parlo,La Grande Illusion
Pierre Fresnay-La Grande Illusion,Pierre Fresnay,La Grande Illusion
Erich von Stroheim-La Grande Illusion,Erich von Stroheim,La Grande Illusion
Clark Gable-It Happened One Night,Clark Gable,It Happened One Night
Claudette Colbert-It Happened One Night,Claudette Colbert,It Happened One Night
Walter Connolly-It Happened One Night,Walter Connolly,It Happened One Night
Roscoe Karns-It Happened One Night,Roscoe Karns,It Happened One Night
Maria Falconetti-La passion de Jeanne d'Arc,Maria Falconetti,La passion de Jeanne d'Arc
Eugene Silvain-La passion de Jeanne d'Arc,Eugene Silvain,La passion de Jeanne d'Arc
André Berley-La passion de Jeanne d'Arc,André Berley,La passion de Jeanne d'Arc
Maurice Schutz-La passion de Jeanne d'Arc,Maurice Schutz,La passion de Jeanne d'Arc
Charles Chaplin-The Circus,Charles Chaplin,The Circus
Merna Kennedy-The Circus,Merna Kennedy,The Circus
Al Ernest Garcia-The Circus,Al Ernest Garcia,The Circus
Harry Crocker-The Circus,Harry Crocker,The Circus
George O'Brien-Sunrise: A Song of Two Humans,George O'Brien,Sunrise: A Song of Two Humans
Janet Gaynor-Sunrise: A Song of Two Humans,Janet Gaynor,Sunrise: A Song of Two Humans
Margaret Livingston-Sunrise: A Song of Two Humans,Margaret Livingston,Sunrise: A Song of Two Humans
Bodil Rosing-Sunrise: A Song of Two Humans,Bodil Rosing,Sunrise: A Song of Two Humans
Buster Keaton-The General,Buster Keaton,The General
Buster Keaton-The General,Buster Keaton,The General
Marion Mack-The General,Marion Mack,The General
Glen Cavender-The General,Glen Cavender,The General
Werner Krauss-Das Cabinet des Dr. Caligari,Werner Krauss,Das Cabinet des Dr. Caligari
Conrad Veidt-Das Cabinet des Dr. Caligari,Conrad Veidt,Das Cabinet des Dr. Caligari
Friedrich Feher-Das Cabinet des Dr. Caligari,Friedrich Feher,Das Cabinet des Dr. Caligari
Lil Dagover-Das Cabinet des Dr. Caligari,Lil Dagover,Das Cabinet des Dr. Caligari
Ayushmann Khurrana-Badhaai ho,Ayushmann Khurrana,Badhaai ho
Neena Gupta-Badhaai ho,Neena Gupta,Badhaai ho
Gajraj Rao-Badhaai ho,Gajraj Rao,Badhaai ho
Sanya Malhotra-Badhaai ho,Sanya Malhotra,Badhaai ho
Willem Dafoe-Togo,Willem Dafoe,Togo
Julianne Nicholson-Togo,Julianne Nicholson,Togo
Christopher Heyerdahl-Togo,Christopher Heyerdahl,Togo
Richard Dormer-Togo,Richard Dormer,Togo
Akshay Kumar-Airlift,Akshay Kumar,Airlift
Nimrat Kaur-Airlift,Nimrat Kaur,Airlift
Kumud Mishra-Airlift,Kumud Mishra,Airlift
Prakash Belawadi-Airlift,Prakash Belawadi,Airlift
Salman Khan-Bajrangi Bhaijaan,Salman Khan,Bajrangi Bhaijaan
Harshaali Malhotra-Bajrangi Bhaijaan,Harshaali Malhotra,Bajrangi Bhaijaan
Nawazuddin Siddiqui-Bajrangi Bhaijaan,Nawazuddin Siddiqui,Bajrangi Bhaijaan
Kareena Kapoor-Bajrangi Bhaijaan,Kareena Kapoor,Bajrangi Bhaijaan
Akshay Kumar-Baby,Akshay Kumar,Baby
Danny Denzongpa-Baby,Danny Denzongpa,Baby
Rana Daggubati-Baby,Rana Daggubati,Baby
Taapsee Pannu-Baby,Taapsee Pannu,Baby
Ryan Gosling-La La Land,Ryan Gosling,La La Land
Emma Stone-La La Land,Emma Stone,La La Land
Rosemarie DeWitt-La La Land,Rosemarie DeWitt,La La Land
J.K. Simmons-La La Land,J.K. Simmons,La La Land
Dev Patel-Lion,Dev Patel,Lion
Nicole Kidman-Lion,Nicole Kidman,Lion
Rooney Mara-Lion,Rooney Mara,Lion
Sunny Pawar-Lion,Sunny Pawar,Lion
Matt Damon-The Martian,Matt Damon,The Martian
Jessica Chastain-The Martian,Jessica Chastain,The Martian
Kristen Wiig-The Martian,Kristen Wiig,The Martian
Kate Mara-The Martian,Kate Mara,The Martian
Rich Moore-Zootopia,Rich Moore,Zootopia
Jared Bush-Zootopia,Jared Bush,Zootopia
Ginnifer Goodwin-Zootopia,Ginnifer Goodwin,Zootopia
Jason Bateman-Zootopia,Jason Bateman,Zootopia
Prabhas-Bãhubali: The Beginning,Prabhas,Bãhubali: The Beginning
Rana Daggubati-Bãhubali: The Beginning,Rana Daggubati,Bãhubali: The Beginning
Ramya Krishnan-Bãhubali: The Beginning,Ramya Krishnan,Bãhubali: The Beginning
Sathyaraj-Bãhubali: The Beginning,Sathyaraj,Bãhubali: The Beginning
Chloë Grace Moretz-Kaguyahime no monogatari,Chloë Grace Moretz,Kaguyahime no monogatari
James Caan-Kaguyahime no monogatari,James Caan,Kaguyahime no monogatari
Mary Steenburgen-Kaguyahime no monogatari,Mary Steenburgen,Kaguyahime no monogatari
James Marsden-Kaguyahime no monogatari,James Marsden,Kaguyahime no monogatari
Jacob Tremblay-Wonder,Jacob Tremblay,Wonder
Owen Wilson-Wonder,Owen Wilson,Wonder
Izabela Vidovic-Wonder,Izabela Vidovic,Wonder
Julia Roberts-Wonder,Julia Roberts,Wonder
Vijay Varma-Gully Boy,Vijay Varma,Gully Boy
Nakul Roshan Sahdev-Gully Boy,Nakul Roshan Sahdev,Gully Boy
Ranveer Singh-Gully Boy,Ranveer Singh,Gully Boy
Vijay Raaz-Gully Boy,Vijay Raaz,Gully Boy
Akshay Kumar-Special Chabbis,Akshay Kumar,Special Chabbis
Anupam Kher-Special Chabbis,Anupam Kher,Special Chabbis
Manoj Bajpayee-Special Chabbis,Manoj Bajpayee,Special Chabbis
Jimmy Sheirgill-Special Chabbis,Jimmy Sheirgill,Special Chabbis
Brie Larson-Short Term 12,Brie Larson,Short Term 12
Frantz Turner-Short Term 12,Frantz Turner,Short Term 12
John Gallagher Jr.-Short Term 12,John Gallagher Jr.,Short Term 12
Kaitlyn Dever-Short Term 12,Kaitlyn Dever,Short Term 12
Iko Uwais-Serbuan maut 2: Berandal,Iko Uwais,Serbuan maut 2: Berandal
Yayan Ruhian-Serbuan maut 2: Berandal,Yayan Ruhian,Serbuan maut 2: Berandal
Arifin Putra-Serbuan maut 2: Berandal,Arifin Putra,Serbuan maut 2: Berandal
Oka Antara-Serbuan maut 2: Berandal,Oka Antara,Serbuan maut 2: Berandal
Benedict Cumberbatch-The Imitation Game,Benedict Cumberbatch,The Imitation Game
Keira Knightley-The Imitation Game,Keira Knightley,The Imitation Game
Matthew Goode-The Imitation Game,Matthew Goode,The Imitation Game
Allen Leech-The Imitation Game,Allen Leech,The Imitation Game
Chris Pratt-Guardians of the Galaxy,Chris Pratt,Guardians of the Galaxy
Vin Diesel-Guardians of the Galaxy,Vin Diesel,Guardians of the Galaxy
Bradley Cooper-Guardians of the Galaxy,Bradley Cooper,Guardians of the Galaxy
Zoe Saldana-Guardians of the Galaxy,Zoe Saldana,Guardians of the Galaxy
Harrison Ford-Blade Runner 2049,Harrison Ford,Blade Runner 2049
Ryan Gosling-Blade Runner 2049,Ryan Gosling,Blade Runner 2049
Ana de Armas-Blade Runner 2049,Ana de Armas,Blade Runner 2049
Dave Bautista-Blade Runner 2049,Dave Bautista,Blade Runner 2049
Joaquin Phoenix-Her,Joaquin Phoenix,Her
Amy Adams-Her,Amy Adams,Her
Scarlett Johansson-Her,Scarlett Johansson,Her
Rooney Mara-Her,Rooney Mara,Her
Rami Malek-Bohemian Rhapsody,Rami Malek,Bohemian Rhapsody
Lucy Boynton-Bohemian Rhapsody,Lucy Boynton,Bohemian Rhapsody
Gwilym Lee-Bohemian Rhapsody,Gwilym Lee,Bohemian Rhapsody
Ben Hardy-Bohemian Rhapsody,Ben Hardy,Bohemian Rhapsody
Leonardo DiCaprio-The Revenant,Leonardo DiCaprio,The Revenant
Tom Hardy-The Revenant,Tom Hardy,The Revenant
Will Poulter-The Revenant,Will Poulter,The Revenant
Domhnall Gleeson-The Revenant,Domhnall Gleeson,The Revenant
Logan Lerman-The Perks of Being a Wallflower,Logan Lerman,The Perks of Being a Wallflower
Emma Watson-The Perks of Being a Wallflower,Emma Watson,The Perks of Being a Wallflower
Ezra Miller-The Perks of Being a Wallflower,Ezra Miller,The Perks of Being a Wallflower
Paul Rudd-The Perks of Being a Wallflower,Paul Rudd,The Perks of Being a Wallflower
Wagner Moura-Tropa de Elite 2: O Inimigo Agora é Outro,Wagner Moura,Tropa de Elite 2: O Inimigo Agora é Outro
Irandhir Santos-Tropa de Elite 2: O Inimigo Agora é Outro,Irandhir Santos,Tropa de Elite 2: O Inimigo Agora é Outro
André Ramiro-Tropa de Elite 2: O Inimigo Agora é Outro,André Ramiro,Tropa de Elite 2: O Inimigo Agora é Outro
Milhem Cortaz-Tropa de Elite 2: O Inimigo Agora é Outro,Milhem Cortaz,Tropa de Elite 2: O Inimigo Agora é Outro
Colin Firth-The King's Speech,Colin Firth,The King's Speech
Geoffrey Rush-The King's Speech,Geoffrey Rush,The King's Speech
Helena Bonham Carter-The King's Speech,Helena Bonham Carter,The King's Speech
Derek Jacobi-The King's Speech,Derek Jacobi,The King's Speech
Emma Stone-The Help,Emma Stone,The Help
Viola Davis-The Help,Viola Davis,The Help
Octavia Spencer-The Help,Octavia Spencer,The Help
Bryce Dallas Howard-The Help,Bryce Dallas Howard,The Help
Ryan Reynolds-Deadpool,Ryan Reynolds,Deadpool
Morena Baccarin-Deadpool,Morena Baccarin,Deadpool
T.J. Miller-Deadpool,T.J. Miller,Deadpool
Ed Skrein-Deadpool,Ed Skrein,Deadpool
Golshifteh Farahani-Darbareye Elly,Golshifteh Farahani,Darbareye Elly
Shahab Hosseini-Darbareye Elly,Shahab Hosseini,Darbareye Elly
Taraneh Alidoosti-Darbareye Elly,Taraneh Alidoosti,Darbareye Elly
Merila Zare'i-Darbareye Elly,Merila Zare'i,Darbareye Elly
Abhay Deol-Dev.D,Abhay Deol,Dev.D
Mahie Gill-Dev.D,Mahie Gill,Dev.D
Kalki Koechlin-Dev.D,Kalki Koechlin,Dev.D
Dibyendu Bhattacharya-Dev.D,Dibyendu Bhattacharya,Dev.D
Donnie Yen-Yip Man,Donnie Yen,Yip Man
Simon Yam-Yip Man,Simon Yam,Yip Man
Siu-Wong Fan-Yip Man,Siu-Wong Fan,Yip Man
Ka Tung Lam-Yip Man,Ka Tung Lam,Yip Man
Shah Rukh Khan-My Name Is Khan,Shah Rukh Khan,My Name Is Khan
Kajol-My Name Is Khan,Kajol,My Name Is Khan
Sheetal Menon-My Name Is Khan,Sheetal Menon,My Name Is Khan
Katie A. Keane-My Name Is Khan,Katie A. Keane,My Name Is Khan
Erdem Can-Nefes: Vatan Sagolsun,Erdem Can,Nefes: Vatan Sagolsun
Mete Horozoglu-Nefes: Vatan Sagolsun,Mete Horozoglu,Nefes: Vatan Sagolsun
Ilker Kizmaz-Nefes: Vatan Sagolsun,Ilker Kizmaz,Nefes: Vatan Sagolsun
Baris Bagci-Nefes: Vatan Sagolsun,Baris Bagci,Nefes: Vatan Sagolsun
Loveleen Tandan-Slumdog Millionaire,Loveleen Tandan,Slumdog Millionaire
Dev Patel-Slumdog Millionaire,Dev Patel,Slumdog Millionaire
Freida Pinto-Slumdog Millionaire,Freida Pinto,Slumdog Millionaire
Saurabh Shukla-Slumdog Millionaire,Saurabh Shukla,Slumdog Millionaire
Natalie Portman-Black Swan,Natalie Portman,Black Swan
Mila Kunis-Black Swan,Mila Kunis,Black Swan
Vincent Cassel-Black Swan,Vincent Cassel,Black Swan
Winona Ryder-Black Swan,Winona Ryder,Black Swan
Wagner Moura-Tropa de Elite,Wagner Moura,Tropa de Elite
André Ramiro-Tropa de Elite,André Ramiro,Tropa de Elite
Caio Junqueira-Tropa de Elite,Caio Junqueira,Tropa de Elite
Milhem Cortaz-Tropa de Elite,Milhem Cortaz,Tropa de Elite
Robert Downey Jr.-The Avengers,Robert Downey Jr.,The Avengers
Chris Evans-The Avengers,Chris Evans,The Avengers
Scarlett Johansson-The Avengers,Scarlett Johansson,The Avengers
Jeremy Renner-The Avengers,Jeremy Renner,The Avengers
Marjane Satrapi-Persepolis,Marjane Satrapi,Persepolis
Chiara Mastroianni-Persepolis,Chiara Mastroianni,Persepolis
Catherine Deneuve-Persepolis,Catherine Deneuve,Persepolis
Gena Rowlands-Persepolis,Gena Rowlands,Persepolis
Matthew McConaughey-Dallas Buyers Club,Matthew McConaughey,Dallas Buyers Club
Jennifer Garner-Dallas Buyers Club,Jennifer Garner,Dallas Buyers Club
Jared Leto-Dallas Buyers Club,Jared Leto,Dallas Buyers Club
Steve Zahn-Dallas Buyers Club,Steve Zahn,Dallas Buyers Club
Will Smith-The Pursuit of Happyness,Will Smith,The Pursuit of Happyness
Thandie Newton-The Pursuit of Happyness,Thandie Newton,The Pursuit of Happyness
Jaden Smith-The Pursuit of Happyness,Jaden Smith,The Pursuit of Happyness
Brian Howe-The Pursuit of Happyness,Brian Howe,The Pursuit of Happyness
Leonardo DiCaprio-Blood Diamond,Leonardo DiCaprio,Blood Diamond
Djimon Hounsou-Blood Diamond,Djimon Hounsou,Blood Diamond
Jennifer Connelly-Blood Diamond,Jennifer Connelly,Blood Diamond
Kagiso Kuypers-Blood Diamond,Kagiso Kuypers,Blood Diamond
Matt Damon-The Bourne Ultimatum,Matt Damon,The Bourne Ultimatum
Edgar Ramírez-The Bourne Ultimatum,Edgar Ramírez,The Bourne Ultimatum
Joan Allen-The Bourne Ultimatum,Joan Allen,The Bourne Ultimatum
Julia Stiles-The Bourne Ultimatum,Julia Stiles,The Bourne Ultimatum
Seung-Yun Lee-Bin-jip,Seung-Yun Lee,Bin-jip
Hee Jae-Bin-jip,Hee Jae,Bin-jip
Hyuk-ho Kwon-Bin-jip,Hyuk-ho Kwon,Bin-jip
Jin-mo Joo-Bin-jip,Jin-mo Joo,Bin-jip
Quentin Tarantino-Sin City,Quentin Tarantino,Sin City
Robert Rodriguez-Sin City,Robert Rodriguez,Sin City
Mickey Rourke-Sin City,Mickey Rourke,Sin City
Clive Owen-Sin City,Clive Owen,Sin City
Laura Obiols-Le scaphandre et le papillon,Laura Obiols,Le scaphandre et le papillon
Mathieu Amalric-Le scaphandre et le papillon,Mathieu Amalric,Le scaphandre et le papillon
Emmanuelle Seigner-Le scaphandre et le papillon,Emmanuelle Seigner,Le scaphandre et le papillon
Marie-Josée Croze-Le scaphandre et le papillon,Marie-Josée Croze,Le scaphandre et le papillon
Cem Yilmaz-G.O.R.A.,Cem Yilmaz,G.O.R.A.
Özge Özberk-G.O.R.A.,Özge Özberk,G.O.R.A.
Ozan Güven-G.O.R.A.,Ozan Güven,G.O.R.A.
Safak Sezer-G.O.R.A.,Safak Sezer,G.O.R.A.
Jan Pinkava-Ratatouille,Jan Pinkava,Ratatouille
Brad Garrett-Ratatouille,Brad Garrett,Ratatouille
Lou Romano-Ratatouille,Lou Romano,Ratatouille
Patton Oswalt-Ratatouille,Patton Oswalt,Ratatouille
Daniel Craig-Casino Royale,Daniel Craig,Casino Royale
Eva Green-Casino Royale,Eva Green,Casino Royale
Judi Dench-Casino Royale,Judi Dench,Casino Royale
Jeffrey Wright-Casino Royale,Jeffrey Wright,Casino Royale
Uma Thurman-Kill Bill: Vol. 2,Uma Thurman,Kill Bill: Vol. 2
David Carradine-Kill Bill: Vol. 2,David Carradine,Kill Bill: Vol. 2
Michael Madsen-Kill Bill: Vol. 2,Michael Madsen,Kill Bill: Vol. 2
Daryl Hannah-Kill Bill: Vol. 2,Daryl Hannah,Kill Bill: Vol. 2
