id,Movie_Name,Released_Year,Run_time,IMDB_Rating,Description,Gross_USD,Director
Vizontele,Vizontele,2001,110,8.0,Lives of residents in a small Anatolian village change when television is introduced to them,,Yilmaz Erdogan
Donnie Darko,Donnie Darko,2001,113,8.0,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",1480006,Richard Kelly
Magnolia,Magnolia,1999,188,8.0,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",22455976,Paul Thomas Anderson
Dancer in the Dark,Dancer in the Dark,2000,140,8.0,"An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film.",4184036,Lars von Trier
The Straight Story,The Straight Story,1999,112,8.0,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,6203044,David Lynch
Pâfekuto burû,Pâfekuto burû,1997,81,8.0,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",776665,Satoshi Kon
Festen,Festen,1998,105,8.0,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",1647780,Thomas Vinterberg
Central do Brasil,Central do Brasil,1998,110,8.0,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",5595428,Walter Salles
The Iron Giant,The Iron Giant,1999,86,8.0,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,23159305,Brad Bird
Knockin' on Heaven's Door,Knockin' on Heaven's Door,1997,87,8.0,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.",3296,Thomas Jahn
Sling Blade,Sling Blade,1996,135,8.0,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",24475416,Billy Bob Thornton
Secrets & Lies,Secrets & Lies,1996,136,8.0,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",13417292,Mike Leigh
Twelve Monkeys,Twelve Monkeys,1995,129,8.0,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",57141459,Terry Gilliam
Kôkaku Kidôtai,Kôkaku Kidôtai,1995,83,8.0,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,515905,Mamoru Oshii
The Nightmare Before Christmas,The Nightmare Before Christmas,1993,76,8.0,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",75082668,Henry Selick
Groundhog Day,Groundhog Day,1993,101,8.0,A weatherman finds himself inexplicably living the same day over and over again.,70906973,Harold Ramis
Bound by Honor,Bound by Honor,1993,180,8.0,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",4496583,Taylor Hackford
Scent of a Woman,Scent of a Woman,1992,156,8.0,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",63895607,Martin Brest
Aladdin,Aladdin,1992,90,8.0,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,217350219,Ron Clements
JFK,JFK,1991,189,8.0,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,70405498,Oliver Stone
Beauty and the Beast,Beauty and the Beast,1991,84,8.0,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,218967620,Gary Trousdale
Dances with Wolves,Dances with Wolves,1990,181,8.0,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",184208848,Kevin Costner
Do the Right Thing,Do the Right Thing,1989,120,8.0,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",27545445,Spike Lee
Rain Man,Rain Man,1988,133,8.0,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,178800000,Barry Levinson
Akira,Akira,1988,124,8.0,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by two teenagers and a group of psychics.,553171,Katsuhiro Ôtomo
The Princess Bride,The Princess Bride,1987,98,8.0,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",30857814,Rob Reiner
Der Himmel über Berlin,Der Himmel über Berlin,1987,128,8.0,An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.,3333969,Wim Wenders
Au revoir les enfants,Au revoir les enfants,1987,104,8.0,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of the top student in his class. Rivals at first, the roommates form a bond and share a secret.",4542825,Louis Malle
Tenkû no shiro Rapyuta,Tenkû no shiro Rapyuta,1986,125,8.0,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,,Hayao Miyazaki
The Terminator,The Terminator,1984,107,8.0,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",38400000,James Cameron
Gandhi,Gandhi,1982,191,8.0,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,52767889,Richard Attenborough
Kagemusha,Kagemusha,1980,180,8.0,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,,Akira Kurosawa
Being There,Being There,1979,130,8.0,"A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",30177511,Hal Ashby
Annie Hall,Annie Hall,1977,93,8.0,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,39200000,Woody Allen
Jaws,Jaws,1975,124,8.0,"When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",260000000,Steven Spielberg
Dog Day Afternoon,Dog Day Afternoon,1975,125,8.0,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",50000000,Sidney Lumet
Young Frankenstein,Young Frankenstein,1974,106,8.0,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",86300000,Mel Brooks
Papillon,Papillon,1973,151,8.0,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",53267000,Franklin J. Schaffner
The Exorcist,The Exorcist,1973,122,8.0,"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",232906145,William Friedkin
Sleuth,Sleuth,1972,138,8.0,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",4081254,Joseph L. Mankiewicz
The Last Picture Show,The Last Picture Show,1971,118,8.0,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",29133000,Peter Bogdanovich
Fiddler on the Roof,Fiddler on the Roof,1971,181,8.0,"In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",80500000,Norman Jewison
Il conformista,Il conformista,1970,113,8.0,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",541940,Bernardo Bertolucci
Butch Cassidy and the Sundance Kid,Butch Cassidy and the Sundance Kid,1969,110,8.0,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",102308889,George Roy Hill
Rosemary's Baby,Rosemary's Baby,1968,137,8.0,A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,,Roman Polanski
Planet of the Apes,Planet of the Apes,1968,112,8.0,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",33395426,Franklin J. Schaffner
The Graduate,The Graduate,1967,106,8.0,A disillusioned college graduate finds himself torn between his older lover and her daughter.,104945305,Mike Nichols
Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,1966,131,8.0,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",,Mike Nichols
The Sound of Music,The Sound of Music,1965,172,8.0,A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.,163214286,Robert Wise
Doctor Zhivago,Doctor Zhivago,1965,197,8.0,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",111722000,David Lean
Per un pugno di dollari,Per un pugno di dollari,1964,99,8.0,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",14500000,Sergio Leone
8½,8½,1963,138,8.0,A harried movie director retreats into his memories and fantasies.,50690,Federico Fellini
Vivre sa vie: Film en douze tableaux,Vivre sa vie: Film en douze tableaux,1962,80,8.0,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,,Jean-Luc Godard
The Hustler,The Hustler,1961,134,8.0,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,8284000,Robert Rossen
La dolce vita,La dolce vita,1960,174,8.0,A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.,19516000,Federico Fellini
Rio Bravo,Rio Bravo,1959,141,8.0,"A small-town sheriff in the American West enlists the help of a cripple, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",12535000,Howard Hawks
